job_vacancy,experience,location,college,skill1,skill2,skill3,skill4,skill5,level1,level2,level3,level4,level5,employed
32,36,89,36,6,51,81,31,73,1,2,4,4,1,1
68,6,82,71,78,82,16,50,5,5,4,5,3,5,1
90,30,46,80,83,56,13,11,71,2,4,2,0,0,2
7,36,26,58,47,25,79,18,31,0,0,0,1,4,2
44,18,98,89,28,64,36,15,72,4,1,0,5,5,1
76,20,45,44,33,27,23,86,21,3,3,3,3,0,2
4,12,18,32,48,93,59,50,19,5,1,5,3,0,2
3,23,93,10,46,77,0,37,48,0,0,5,5,2,2
52,32,79,6,18,86,84,50,85,3,5,0,1,5,2
70,32,80,2,35,94,98,89,40,5,2,2,1,1,1
98,36,79,20,2,74,97,98,10,5,2,5,4,4,1
17,0,59,49,18,26,15,71,33,5,1,4,1,2,1
60,22,40,40,27,78,73,11,31,3,4,5,3,2,2
59,15,3,47,31,0,74,3,53,4,5,3,5,5,1
32,9,68,7,17,22,96,83,67,0,3,0,0,3,1
56,9,36,29,28,83,26,81,36,2,1,4,4,5,2
23,3,32,87,87,60,79,63,8,0,5,0,1,1,1
65,32,62,25,21,30,85,16,77,3,5,4,5,1,2
0,4,79,75,67,7,95,94,0,4,4,4,1,4,2
21,15,39,28,18,87,74,15,53,2,3,1,1,2,1
19,22,55,82,44,59,36,15,80,1,4,4,3,5,1
93,26,36,46,22,24,6,23,15,0,4,0,2,4,1
34,18,64,81,53,11,88,94,95,4,5,0,5,2,2
47,24,36,33,78,0,19,80,92,2,1,4,1,5,2
33,21,77,93,28,76,87,79,9,4,5,0,5,5,2
95,5,22,31,53,84,22,31,45,5,4,0,0,2,2
97,17,96,94,83,0,77,21,86,1,3,5,5,0,1
32,32,43,43,26,33,52,55,35,4,4,3,3,5,2
2,17,68,12,4,73,36,0,97,1,2,2,2,1,1
12,3,58,74,97,99,79,97,5,1,2,3,2,0,1
28,19,46,33,49,11,53,3,50,2,3,2,3,2,1
87,11,46,26,70,21,1,91,29,1,0,0,4,4,2
95,15,56,82,40,42,50,79,39,0,4,0,5,1,2
3,22,48,40,13,87,56,17,10,5,5,3,3,3,1
88,32,39,21,93,19,61,34,76,1,0,1,5,3,2
15,32,20,54,92,30,49,97,69,3,1,2,5,3,2
54,27,19,32,78,43,74,20,44,0,2,2,1,3,1
0,39,14,90,66,0,51,83,31,2,5,4,1,3,2
2,40,1,31,96,68,79,18,41,5,5,1,0,0,2
11,16,1,68,74,59,7,74,75,4,3,5,1,3,2
9,15,48,5,80,11,75,82,48,0,3,3,0,2,1
47,10,1,43,26,62,39,34,60,3,5,3,3,5,1
76,20,28,81,77,83,60,35,31,1,4,5,0,2,2
69,30,46,35,10,74,81,99,6,2,5,3,1,3,1
32,37,78,99,5,91,8,8,89,1,3,4,5,2,2
91,1,4,63,34,33,29,82,77,2,1,0,1,4,1
55,1,30,20,38,54,3,63,32,0,0,2,5,4,1
68,18,96,14,59,77,94,36,38,2,3,1,3,3,2
61,15,84,35,37,31,0,6,15,1,3,0,0,1,1
35,33,53,78,53,87,43,53,12,5,4,2,1,1,2
18,22,21,35,6,51,44,11,27,2,2,1,5,3,1
15,0,44,98,63,31,44,6,5,5,1,4,0,3,2
31,1,36,53,50,7,60,27,3,1,5,4,3,1,2
76,24,45,4,77,92,18,17,65,2,4,1,5,5,2
78,1,14,69,17,22,82,79,81,2,4,3,0,5,1
6,38,74,26,6,14,23,56,98,2,3,2,1,0,2
16,18,55,18,92,29,74,52,0,2,3,3,4,5,1
33,40,49,26,58,5,16,56,71,3,5,0,0,5,1
84,30,71,15,11,18,4,63,93,5,2,0,4,5,2
19,8,52,37,30,12,25,40,65,0,4,0,5,0,2
84,12,51,89,35,36,8,87,51,5,4,2,0,5,1
43,0,72,64,70,78,54,90,48,2,2,3,0,0,2
99,27,98,86,55,65,87,23,27,3,2,2,2,1,1
77,10,71,78,3,49,28,8,67,3,2,0,2,1,1
91,13,13,5,30,1,92,31,91,2,2,3,4,0,2
43,12,44,24,96,10,67,62,58,4,0,2,2,2,1
80,15,30,4,28,32,25,72,79,5,3,5,2,0,2
43,17,95,97,98,41,95,9,13,1,5,5,5,4,2
5,6,27,97,20,62,20,22,67,2,0,3,2,3,1
28,33,22,28,33,43,30,89,84,1,1,4,5,3,2
41,17,25,67,87,51,78,2,70,2,4,4,0,4,1
44,18,21,50,83,25,45,70,70,1,3,4,3,5,2
69,3,27,41,78,64,86,10,7,4,4,2,3,4,1
61,32,16,58,14,16,70,7,34,4,2,5,1,4,1
40,22,58,89,71,95,18,10,20,4,4,3,3,2,1
35,38,60,90,42,10,13,64,61,4,1,0,2,3,1
86,22,46,71,75,58,71,67,12,4,0,0,4,0,2
36,21,77,58,90,71,69,77,76,2,2,5,0,3,1
1,0,33,25,45,62,95,59,26,1,2,2,2,0,2
91,24,96,78,31,46,66,53,0,3,2,4,4,2,1
66,6,33,66,55,64,68,54,49,3,4,2,3,2,1
30,30,57,23,38,93,23,69,1,2,3,4,0,0,2
73,33,87,16,92,94,27,38,70,5,0,1,5,1,2
29,16,42,15,24,12,78,16,73,2,2,3,0,4,1
52,35,19,10,72,56,75,77,85,0,1,1,0,1,2
49,24,88,36,70,80,93,8,87,2,2,4,4,2,1
25,34,60,22,54,13,70,26,2,0,0,5,3,2,2
57,14,59,13,11,62,7,20,17,4,2,3,0,2,2
59,19,3,90,53,12,80,60,30,3,5,1,4,2,2
5,10,5,52,66,26,8,81,23,5,2,5,2,3,2
42,33,3,63,45,77,34,1,50,3,4,1,4,2,1
4,22,82,82,57,50,89,94,95,5,3,5,4,3,1
31,9,26,20,45,91,74,78,75,0,3,0,0,3,1
68,23,27,25,8,89,30,46,81,3,5,0,1,0,2
27,30,62,18,40,85,52,65,38,4,2,5,1,3,2
5,37,66,95,48,8,13,25,50,0,3,3,2,4,2
60,19,94,8,31,91,16,89,87,3,0,5,0,1,1
81,31,41,40,0,74,95,54,78,1,2,5,0,3,1
89,14,11,78,37,45,53,96,36,1,3,2,3,4,1
38,39,21,42,46,13,94,30,42,2,2,2,0,5,1
56,22,51,23,49,50,50,39,10,1,4,5,0,0,2
8,36,24,96,97,75,70,21,31,2,1,4,4,3,1
75,13,19,22,16,71,31,20,76,4,1,5,3,4,1
14,6,60,95,17,53,89,52,12,0,5,1,1,1,2
7,40,73,1,88,23,52,14,7,2,3,0,0,1,2
69,25,70,90,42,27,35,68,97,4,4,3,2,5,1
48,25,99,4,46,29,3,7,98,1,0,4,4,1,1
61,20,31,21,30,53,52,9,70,5,2,4,0,0,2
57,19,26,77,33,22,36,98,80,0,0,4,1,0,1
60,2,46,97,44,25,54,58,34,2,1,1,2,1,2
95,11,74,90,52,11,49,64,66,4,0,5,0,4,1
79,32,43,89,31,6,19,44,85,5,2,4,5,3,2
34,3,69,94,47,91,99,24,29,0,2,5,1,1,2
43,2,36,17,95,85,30,12,65,4,2,5,5,4,1
23,0,26,0,72,4,56,49,20,0,3,0,4,3,1
30,5,7,70,16,64,96,26,44,1,1,1,4,0,2
64,24,4,46,20,92,31,63,82,0,5,4,4,5,2
22,20,75,94,69,65,80,60,69,2,5,4,1,2,2
85,9,83,74,61,95,92,87,17,5,4,1,4,0,1
2,35,28,14,34,58,94,15,1,2,4,5,4,3,1
90,12,49,60,91,86,35,1,77,0,4,5,1,3,2
28,30,16,50,45,35,90,86,37,5,4,5,3,3,2
61,21,42,20,98,58,41,44,78,4,0,5,1,0,1
21,0,55,33,80,99,25,33,75,1,1,1,1,3,1
24,6,21,62,70,1,32,5,43,0,2,4,1,1,1
88,23,88,15,67,25,7,50,74,2,1,5,3,2,2
68,36,21,51,82,48,76,19,82,2,4,4,1,2,1
37,11,37,33,51,61,49,91,11,4,2,0,5,1,1
25,25,84,65,46,85,8,12,9,5,1,1,2,1,2
63,17,57,44,85,37,19,42,76,1,1,5,1,0,1
74,18,60,14,36,40,31,35,8,4,4,4,3,2,2
47,7,9,55,69,10,57,17,26,5,0,0,5,4,2
84,19,23,41,25,72,3,50,75,1,1,5,5,4,2
31,9,66,46,26,86,39,13,72,4,0,0,4,1,2
72,20,13,18,61,58,43,64,88,3,3,5,2,1,1
0,2,48,9,46,9,34,50,76,2,5,5,0,4,2
31,2,77,63,30,54,35,51,87,3,2,3,3,2,2
92,4,84,86,64,91,72,54,94,4,1,1,4,0,1
2,4,30,48,41,14,24,59,94,2,5,5,3,4,1
9,30,51,12,94,89,5,50,71,5,4,1,0,5,2
37,1,21,71,22,74,34,2,3,5,0,4,0,5,1
40,6,87,38,80,59,51,99,79,1,1,3,1,1,1
81,37,52,93,38,61,74,77,64,3,2,1,3,0,2
92,8,46,75,5,91,36,53,50,3,2,2,0,2,2
93,13,10,43,91,95,70,65,57,4,1,4,5,2,1
43,35,90,20,70,31,83,92,32,4,5,2,5,5,1
22,18,36,66,93,85,11,95,97,1,1,1,5,2,1
5,19,25,97,18,90,10,67,20,4,0,4,4,2,2
76,1,60,32,16,23,39,94,27,2,4,0,4,2,2
34,13,34,97,27,33,84,78,83,3,3,2,1,5,2
33,28,36,2,31,42,82,79,9,4,3,5,5,1,1
29,20,72,55,29,60,85,31,11,1,2,1,3,2,2
69,31,45,20,61,8,59,85,95,5,0,3,3,4,1
69,25,57,5,15,91,68,22,74,3,4,5,3,5,1
98,1,92,36,95,75,3,54,68,2,1,5,5,3,1
96,27,53,10,96,93,13,84,35,0,5,4,2,2,2
8,27,77,58,85,57,86,2,67,1,5,1,2,4,2
70,1,20,21,68,53,91,58,58,0,4,4,5,5,1
4,21,81,86,68,15,52,13,51,1,1,0,0,3,1
20,40,55,77,96,1,38,59,54,2,2,0,2,5,1
80,11,2,54,90,8,92,66,45,4,3,3,5,4,1
23,17,66,87,24,25,95,79,81,2,2,1,4,2,2
36,31,27,88,66,30,22,12,89,5,2,0,1,5,1
29,10,75,2,16,87,6,98,34,5,3,2,2,4,1
13,6,3,34,97,67,13,59,76,5,1,1,2,3,1
29,7,27,8,73,58,72,50,75,0,3,0,4,1,1
75,25,12,40,46,29,3,48,58,5,2,4,0,3,2
61,15,18,7,5,21,71,8,44,4,5,3,4,4,2
18,10,53,49,17,73,32,8,92,5,0,2,3,5,1
91,39,34,85,71,72,36,49,69,2,2,2,2,2,2
56,26,73,93,20,46,39,39,80,2,4,3,4,1,1
48,13,87,27,19,43,57,5,69,1,1,4,3,2,1
4,5,61,27,20,83,78,82,84,4,2,1,4,0,2
69,33,75,83,93,63,36,35,81,5,4,0,0,1,2
72,5,65,10,91,77,66,82,24,5,2,5,0,3,1
0,27,59,78,29,35,75,83,81,2,2,4,0,3,2
34,12,39,69,30,93,88,95,71,2,2,3,1,0,2
88,6,28,11,77,30,43,54,27,3,3,3,4,0,2
59,7,51,25,20,20,45,23,17,3,2,4,3,4,2
77,30,90,50,34,49,11,40,19,2,2,5,3,3,2
59,26,45,11,95,4,87,22,50,5,0,1,2,0,1
95,28,12,58,31,90,29,54,9,2,2,0,1,5,1
55,10,5,62,23,96,62,69,39,1,5,0,0,1,2
91,12,26,58,70,39,85,40,95,4,2,1,2,4,2
37,3,52,65,45,63,90,29,27,4,3,0,5,5,1
74,8,67,25,0,72,90,9,22,5,2,1,2,4,2
15,31,61,56,31,48,75,68,30,2,0,4,4,1,2
72,16,66,48,78,9,52,44,87,4,1,2,2,2,2
69,4,93,12,58,22,86,52,10,0,0,0,0,5,1
4,17,76,1,17,26,56,20,2,0,2,4,0,2,2
1,36,4,79,12,45,2,58,8,4,3,5,2,1,2
25,34,26,13,43,77,8,15,59,4,0,5,2,5,2
54,27,94,59,59,27,81,9,45,1,1,1,3,5,2
53,20,82,68,76,80,92,94,58,3,4,1,4,3,1
99,27,79,76,65,14,93,8,30,4,4,0,5,5,2
13,15,73,46,13,35,23,80,44,4,0,4,2,1,1
89,22,77,61,50,52,9,31,8,4,1,4,2,3,1
74,4,41,66,87,59,0,47,17,2,1,3,1,4,1
50,8,51,61,47,83,24,22,46,5,1,1,0,3,1
63,33,7,80,13,35,67,38,81,5,1,4,4,4,1
77,12,62,49,53,91,93,29,95,5,5,0,3,1,2
52,0,42,60,84,87,8,96,33,1,4,2,2,1,2
48,39,61,26,66,1,19,54,88,4,0,0,4,4,1
16,18,90,39,19,80,95,85,58,1,5,3,5,2,1
28,25,84,5,47,81,90,25,73,5,0,1,4,5,1
79,28,54,80,74,39,18,7,40,1,3,5,0,0,2
64,31,23,45,27,37,51,1,27,2,0,3,0,0,2
22,26,77,80,36,86,43,22,67,2,4,5,0,5,2
81,4,6,39,23,25,45,45,78,5,1,1,5,5,1
49,29,84,87,74,36,31,68,95,1,1,4,3,2,1
99,2,35,36,98,21,72,24,81,5,2,5,5,2,1
0,20,74,57,9,27,1,96,45,4,3,5,3,1,2
65,11,3,51,33,40,28,18,26,0,3,5,4,0,2
5,24,73,47,45,78,74,31,85,0,3,2,2,3,1
37,4,85,0,56,14,31,71,48,1,2,4,2,1,1
84,34,24,59,82,64,49,67,75,3,5,2,1,2,2
50,25,61,17,10,84,66,54,48,5,5,0,0,3,2
47,8,82,36,1,47,22,44,19,1,1,1,4,1,2
64,20,50,67,4,2,79,71,1,2,2,4,0,3,2
3,37,35,59,61,73,16,15,78,0,0,1,4,3,1
45,10,26,79,13,64,31,48,44,5,4,1,4,5,2
41,35,52,61,32,38,19,94,80,1,5,4,0,4,2
66,10,98,68,84,54,12,45,57,3,2,4,3,2,1
30,34,3,94,33,10,91,51,80,1,2,4,3,2,2
97,25,78,84,30,41,59,46,24,3,2,4,4,4,1
3,2,29,31,13,84,82,79,90,4,5,2,0,0,2
83,37,61,61,61,5,59,23,70,5,5,2,2,0,2
10,3,9,49,86,95,27,76,16,0,5,4,5,2,2
19,39,61,60,3,24,35,61,98,1,3,0,5,5,2
11,34,91,3,16,12,13,87,58,0,0,1,5,1,1
56,19,25,44,66,61,68,35,84,1,3,5,2,0,2
91,3,70,33,51,95,5,50,34,1,1,3,2,4,1
58,21,41,92,46,72,79,12,37,1,1,4,1,2,1
65,10,50,99,31,70,58,30,88,2,0,0,3,4,2
31,18,95,11,70,14,65,18,16,0,3,1,3,1,1
43,29,5,58,6,28,79,31,45,0,0,3,1,3,1
71,17,73,99,20,41,85,37,98,3,3,2,2,4,2
18,17,74,19,22,71,70,40,33,0,5,1,0,0,2
50,2,58,81,43,87,50,44,80,4,5,4,1,0,2
52,1,0,54,92,21,44,5,13,0,1,3,2,2,1
68,7,63,20,92,17,47,24,37,1,3,5,5,5,2
95,12,46,39,33,45,89,76,58,3,2,4,5,0,2
0,39,61,26,92,38,77,35,30,5,3,1,3,4,2
83,38,75,72,33,37,8,63,25,3,0,2,1,2,1
84,14,53,88,75,88,58,50,11,3,5,2,3,1,1
46,37,28,14,28,61,5,21,61,3,5,3,4,4,1
82,29,58,63,72,89,31,76,39,1,0,5,5,1,1
8,14,0,77,76,13,30,93,26,0,4,2,0,5,2
52,20,11,80,25,98,57,47,58,4,1,1,4,3,2
42,30,68,95,96,2,99,83,92,0,2,0,2,1,1
60,17,13,93,51,43,95,88,23,2,3,2,0,0,1
82,31,98,96,80,74,55,12,76,2,0,0,0,1,2
14,5,44,82,71,63,94,15,53,0,4,0,5,1,2
98,39,57,18,58,11,48,68,82,4,2,5,0,2,2
64,30,0,93,55,56,71,79,80,3,3,5,3,4,2
68,36,69,21,90,86,78,42,65,3,4,4,5,3,1
29,32,67,23,45,48,5,12,61,4,4,5,0,5,2
7,24,40,5,5,33,6,22,11,2,3,0,3,0,2
39,15,1,99,15,83,80,35,2,5,4,1,0,2,1
94,29,84,83,13,5,67,16,67,5,4,3,5,5,1
66,35,55,58,37,82,40,64,96,2,2,1,2,0,2
79,1,92,22,76,49,34,10,33,1,0,4,2,2,2
1,24,42,23,48,63,23,44,72,4,1,5,3,4,2
37,21,51,27,80,98,76,55,43,0,3,5,1,4,1
44,32,46,33,6,33,39,64,34,4,2,4,4,1,1
58,7,51,4,70,86,41,53,5,5,2,3,2,5,2
0,40,75,34,16,93,93,42,45,3,0,0,3,3,1
71,39,58,51,35,97,61,95,91,4,5,4,1,3,2
51,19,5,75,34,92,32,74,98,3,0,1,4,3,1
51,1,86,27,9,21,55,22,16,3,0,2,4,0,2
14,7,88,1,77,89,33,10,24,1,3,2,1,3,2
29,7,73,99,70,53,37,82,12,5,2,2,5,2,2
89,16,31,1,81,38,21,2,72,2,0,4,2,0,2
74,40,87,30,62,10,3,60,97,4,1,1,3,0,2
3,1,48,92,52,89,72,48,91,2,5,0,0,0,1
80,14,82,2,29,44,9,52,96,1,4,1,1,4,1
47,39,3,23,74,58,37,38,99,2,0,0,4,4,2
69,0,56,22,75,84,53,7,43,2,5,5,2,4,2
32,32,6,87,51,68,38,82,33,0,5,2,2,2,2
75,19,26,63,34,60,18,85,0,2,5,5,5,1,1
16,39,87,39,86,2,73,72,33,4,2,3,4,1,1
74,15,61,55,70,56,58,85,46,4,1,0,4,2,1
82,35,62,41,73,65,10,37,3,4,1,2,3,2,2
72,32,42,67,59,78,22,10,75,2,1,2,1,2,1
44,28,3,26,7,0,33,44,14,2,5,4,1,0,1
57,26,50,2,96,71,69,22,70,1,1,5,4,0,2
86,18,34,26,40,92,42,88,74,3,1,2,2,4,1
82,5,50,35,40,73,76,93,53,1,3,0,2,1,1
94,7,18,84,72,68,49,54,64,1,1,5,5,3,2
35,32,79,27,1,10,71,49,40,3,2,2,3,5,2
80,0,82,62,24,6,84,4,16,5,3,2,5,4,2
43,3,59,35,60,60,6,11,26,3,0,5,1,0,1
89,24,30,23,75,94,9,38,80,1,4,0,1,4,1
27,17,8,33,41,26,1,13,79,0,2,3,0,4,1
71,7,44,50,9,3,73,26,25,1,3,3,5,5,2
31,15,4,72,82,97,81,49,57,2,4,1,0,2,1
86,21,52,65,51,82,76,5,1,3,2,1,2,3,1
99,14,91,99,66,20,1,26,17,2,3,3,3,3,1
45,3,22,42,39,95,77,36,83,1,2,1,0,1,1
16,34,7,22,12,45,3,7,94,1,3,1,1,0,2
35,40,20,82,34,46,84,80,88,5,1,3,5,3,2
34,29,27,67,78,43,23,32,28,0,5,0,1,0,1
93,30,98,67,32,50,47,66,57,2,2,0,3,5,1
25,20,85,62,13,9,65,46,62,4,1,1,3,1,2
63,9,44,86,99,20,24,65,46,1,3,1,2,5,2
11,17,54,5,56,60,40,0,66,3,2,3,3,0,1
64,30,52,16,70,62,71,71,46,3,1,2,2,1,1
73,13,41,20,33,72,44,91,5,0,1,3,3,5,1
8,35,94,30,26,26,59,3,13,2,3,5,1,0,1
28,39,63,91,82,97,43,21,61,4,4,3,0,1,2
28,34,43,9,48,2,36,68,50,5,4,1,4,5,2
63,24,16,84,27,17,95,51,70,2,3,0,3,2,1
69,24,35,62,28,50,93,11,7,2,5,4,1,4,2
41,26,89,49,14,36,14,83,41,0,3,0,4,3,2
96,3,84,10,49,90,21,22,15,3,5,2,3,0,1
61,33,21,49,40,89,77,24,99,2,0,5,4,2,1
68,33,88,33,36,90,29,9,42,4,5,3,4,4,1
9,32,6,5,10,99,27,23,83,1,4,0,4,3,1
59,15,87,64,12,19,74,25,25,5,4,0,2,5,1
88,34,38,41,90,65,20,21,40,4,3,4,0,0,2
85,15,91,43,31,41,95,8,22,2,5,2,0,0,2
20,31,45,88,52,77,87,15,68,4,0,0,0,3,1
59,24,40,42,67,44,27,99,29,3,0,3,1,5,2
51,30,44,9,86,31,8,10,69,4,3,0,0,1,2
81,27,66,30,74,80,8,53,56,1,2,2,2,2,1
3,9,14,94,21,99,95,69,66,1,0,2,0,1,1
90,7,87,85,54,64,74,29,26,5,4,0,4,4,1
92,3,37,42,19,17,8,51,80,4,4,3,3,2,1
41,34,39,53,41,9,38,33,8,2,4,4,1,0,1
40,12,21,49,43,27,60,72,67,1,0,5,4,5,1
10,27,77,72,93,62,17,44,38,0,0,3,3,4,1
38,35,45,2,43,88,81,33,93,4,2,4,4,1,1
96,27,3,70,84,49,65,93,10,2,5,1,1,5,2
50,30,71,43,43,5,96,4,71,1,1,5,4,1,2
15,35,79,48,65,9,7,18,32,2,3,2,5,3,2
67,11,25,35,33,95,38,52,87,1,0,4,5,1,2
12,16,72,61,45,23,45,24,88,2,1,1,5,1,1
29,36,0,65,12,9,35,53,8,5,2,5,1,3,2
14,27,65,57,1,40,4,55,18,2,4,2,5,0,1
39,40,33,14,55,81,95,81,15,4,1,5,1,3,2
6,28,98,45,14,2,45,71,8,1,5,1,0,0,1
22,20,83,76,61,91,51,4,49,4,5,4,0,1,1
73,35,11,11,73,32,77,89,97,3,3,0,4,3,1
93,32,3,29,96,63,53,83,13,4,4,2,2,1,2
41,12,77,59,95,72,71,45,58,0,1,1,0,2,2
83,10,49,11,14,24,3,81,60,0,1,5,1,3,2
20,34,58,41,55,40,46,27,60,5,4,0,0,1,2
9,10,4,12,2,36,10,6,35,2,3,1,3,5,2
33,27,75,54,84,33,35,10,74,0,1,4,5,1,1
71,29,58,72,68,77,25,63,57,3,1,4,1,4,1
56,14,36,19,22,40,97,25,18,3,0,1,3,0,1
34,38,23,80,32,68,71,63,16,5,0,1,4,3,2
21,18,4,66,65,51,64,0,49,0,1,2,2,2,2
4,1,17,24,95,45,98,76,34,4,2,3,3,5,1
24,21,21,0,79,8,60,83,98,3,5,2,0,3,1
68,21,14,45,18,32,68,27,74,1,4,1,5,2,1
30,13,18,88,17,21,94,72,85,5,5,5,2,4,2
76,14,62,96,33,66,24,28,94,5,3,0,5,4,2
50,0,61,41,87,75,21,30,21,3,5,1,3,3,1
46,24,32,89,95,10,67,76,18,3,5,2,0,0,1
16,36,85,63,35,33,52,81,98,0,1,1,0,2,1
56,12,81,48,9,28,41,21,74,4,0,0,3,0,2
12,8,72,97,75,87,65,87,27,4,5,3,5,5,2
34,12,23,97,51,0,11,43,41,4,1,3,4,3,1
25,2,30,64,82,28,14,61,67,3,3,0,4,2,1
15,25,55,18,15,39,16,69,2,4,2,3,3,2,1
68,22,95,53,9,38,58,6,82,4,1,2,2,5,2
50,14,34,26,80,59,60,19,32,1,0,1,5,5,1
27,35,37,11,40,58,88,44,86,4,2,1,0,0,2
66,12,63,34,48,85,81,40,1,5,5,1,4,4,2
61,21,7,62,45,80,2,20,31,1,5,2,1,5,2
78,6,73,98,25,95,94,23,37,3,3,1,4,1,2
93,0,34,93,52,85,40,96,17,5,1,1,0,1,2
85,10,33,83,84,40,61,58,28,5,4,5,0,2,1
72,2,16,32,90,62,19,38,88,1,4,1,1,1,2
96,25,84,92,32,51,76,85,81,5,1,0,5,3,2
98,40,52,53,92,63,2,25,13,2,2,2,1,2,1
16,25,5,74,62,84,54,55,11,5,4,4,5,4,2
94,36,8,89,38,16,27,2,89,5,4,4,1,0,2
58,21,52,54,19,26,48,1,88,3,0,1,5,2,2
79,23,15,37,29,80,8,83,53,2,3,4,0,3,2
54,23,23,25,70,79,65,80,96,3,4,3,5,2,1
30,3,99,47,54,46,93,59,54,2,5,0,5,2,2
7,3,46,51,75,49,11,97,25,1,1,4,5,2,2
35,34,5,13,95,39,46,91,60,2,5,0,3,0,1
86,3,49,1,23,66,7,10,19,0,0,0,0,5,2
13,39,38,45,26,72,69,85,71,0,4,5,2,4,1
18,17,85,45,15,96,41,43,49,2,1,1,5,4,1
21,12,17,84,16,57,56,25,82,3,1,1,3,0,1
57,0,16,27,72,82,41,60,70,1,4,5,2,0,1
88,30,73,98,42,98,22,54,80,3,3,4,2,5,1
82,9,68,28,22,7,25,5,28,5,4,2,3,4,1
99,30,13,54,75,75,49,22,54,0,5,5,3,4,1
45,37,18,63,62,61,41,4,46,5,1,1,4,3,1
43,31,32,41,33,0,13,90,72,4,0,3,3,2,1
30,8,93,28,54,71,25,71,69,4,1,1,5,5,2
14,37,89,65,36,12,21,0,77,2,0,5,0,1,1
69,5,91,36,11,63,11,77,81,1,5,5,5,2,2
35,13,26,40,41,43,7,9,85,3,0,1,4,1,2
72,37,66,33,86,18,83,14,60,2,5,0,2,3,2
72,32,62,19,20,62,77,24,94,4,0,2,2,2,2
59,12,52,51,10,66,87,32,63,4,1,3,1,4,1
59,40,44,82,25,32,38,69,98,5,1,5,1,0,2
80,23,11,87,52,72,88,12,78,3,4,4,1,2,1
25,15,26,3,22,16,70,11,53,5,2,3,5,5,2
13,17,52,39,32,60,38,21,8,5,1,5,1,1,1
57,13,34,66,68,49,70,26,89,5,2,1,0,0,1
6,23,88,78,24,97,54,49,47,5,2,2,4,5,1
25,22,22,85,20,3,38,86,13,2,3,1,3,3,1
17,7,12,87,76,35,36,82,39,4,1,1,3,5,2
4,27,69,10,63,37,95,22,39,5,2,2,1,4,1
30,19,28,76,0,71,2,15,68,1,3,0,4,1,1
40,25,14,7,87,63,37,29,31,5,1,3,5,5,2
4,11,94,3,69,36,48,6,2,2,5,2,4,5,1
90,26,60,28,41,4,20,95,8,4,5,0,3,3,1
56,2,97,93,80,50,27,49,21,5,4,5,3,0,2
66,2,80,44,80,72,92,2,76,3,0,4,3,3,2
98,17,96,93,63,65,8,60,35,4,4,2,4,4,2
36,29,38,24,4,36,63,54,99,0,4,0,3,1,1
3,17,89,65,22,39,81,82,63,2,5,4,1,2,2
95,35,92,76,79,94,39,33,4,2,2,1,4,0,2
84,32,74,99,29,86,14,59,92,3,0,1,0,3,2
87,36,54,33,4,63,21,12,30,3,0,2,4,1,2
53,26,37,90,66,62,21,13,62,4,0,3,3,0,1
23,26,85,47,53,19,99,49,20,3,3,4,2,2,2
19,34,39,81,58,36,72,73,17,1,1,2,3,2,1
70,12,65,64,11,21,98,36,46,5,4,1,5,5,1
2,13,51,69,71,84,90,0,88,0,5,3,5,5,1
62,10,32,1,13,51,20,37,88,3,4,0,3,4,1
77,1,85,11,93,67,68,98,2,2,5,0,3,1,2
46,2,0,32,41,12,84,97,54,3,3,2,4,5,1
45,11,60,43,17,4,70,56,77,5,5,2,3,2,1
32,8,65,2,96,65,72,71,32,0,4,2,1,0,1
45,11,69,91,89,60,31,29,15,0,5,0,2,3,2
3,5,7,23,21,16,25,55,55,4,5,3,4,5,1
64,26,82,59,40,43,96,50,73,0,3,5,3,3,1
90,11,6,42,69,91,80,39,94,4,4,1,4,5,2
84,26,39,58,10,24,21,48,85,0,3,0,1,3,1
99,34,77,65,56,32,87,6,26,1,5,1,5,3,1
65,9,97,20,5,26,54,34,80,2,1,0,5,1,2
44,36,50,38,86,27,50,80,42,2,3,1,0,3,2
46,38,37,97,58,16,99,55,1,2,5,3,4,0,1
54,17,42,9,60,2,79,61,69,1,5,2,0,2,1
14,40,85,40,81,83,11,4,93,3,2,0,3,0,1
15,40,68,5,67,81,68,56,24,0,0,1,4,3,2
35,37,94,42,69,71,74,21,48,3,0,4,4,1,1
70,32,4,44,22,24,82,51,51,4,2,1,5,0,2
0,31,71,75,99,7,82,79,40,3,1,2,1,4,1
53,15,52,13,31,35,98,48,7,0,3,4,0,5,1
48,9,12,40,84,45,76,82,70,2,4,1,2,0,1
5,12,66,60,26,16,83,23,1,5,4,0,5,1,2
27,38,39,86,85,67,51,26,12,5,3,0,4,3,2
12,21,59,64,69,72,11,29,98,2,5,0,1,0,2
64,34,4,73,54,33,26,30,1,3,0,4,0,5,1
10,26,5,79,53,53,83,17,36,4,0,0,3,3,1
75,29,72,33,90,62,32,96,40,1,2,0,4,1,1
25,35,45,65,52,74,55,83,88,4,3,3,2,4,1
6,10,7,88,28,20,82,82,82,2,0,0,1,0,1
45,34,85,91,89,15,8,17,37,5,3,3,1,1,2
2,8,89,86,22,71,60,49,85,3,1,3,0,3,2
2,6,99,37,42,74,85,71,67,2,1,0,5,2,1
15,9,65,95,97,94,98,33,56,1,2,4,2,4,1
85,39,69,12,9,90,48,47,84,3,2,4,2,4,2
58,24,88,31,46,1,40,5,55,2,2,0,0,3,2
